Cell name,Leiden cluster,Cell type,Developmental stage
cell_74044,36,Erythroid3,E8.25
cell_74045,4,NMP,E8.25
cell_74046,4,NMP,E8.25
cell_74047,4,NMP,E8.25
cell_74048,8,Erythroid3,E8.25
cell_74049,30,Erythroid1,E8.25
cell_74051,15,Intermediate mesoderm,E8.25
cell_74052,6,Endothelium,E8.25
cell_74054,3,Mesenchyme,E8.25
cell_74055,29,Cardiomyocytes,E8.25
cell_74056,34,NMP,E8.25
cell_74057,34,Spinal cord,E8.25
cell_74058,42,Forebrain/Midbrain/Hindbrain,E8.25
cell_74060,41,Gut,E8.25
cell_74062,18,Surface ectoderm,E8.25
cell_74063,6,Endothelium,E8.25
cell_74064,3,Mesenchyme,E8.25
cell_74065,4,NMP,E8.25
cell_74066,3,Mesenchyme,E8.25
cell_74068,6,Haematoendothelial progenitors,E8.25
cell_74070,26,Intermediate mesoderm,E8.25
cell_74071,11,Somitic mesoderm,E8.25
cell_74072,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74073,26,Intermediate mesoderm,E8.25
cell_74074,13,Pharyngeal mesoderm,E8.25
cell_74075,26,Pharyngeal mesoderm,E8.25
cell_74076,8,Blood progenitors 2,E8.25
cell_74077,16,Paraxial mesoderm,E8.25
cell_74080,4,NMP,E8.25
cell_74081,42,Forebrain/Midbrain/Hindbrain,E8.25
cell_74082,28,Def. endoderm,E8.25
cell_74083,29,Cardiomyocytes,E8.25
cell_74084,23,Gut,E8.25
cell_74085,13,Cardiomyocytes,E8.25
cell_74087,10,Paraxial mesoderm,E8.25
cell_74089,12,Blood progenitors 2,E8.25
cell_74090,18,Surface ectoderm,E8.25
cell_74091,8,Erythroid2,E8.25
cell_74092,26,Intermediate mesoderm,E8.25
cell_74093,11,Intermediate mesoderm,E8.25
cell_74094,4,NMP,E8.25
cell_74095,11,Somitic mesoderm,E8.25
cell_74097,26,Pharyngeal mesoderm,E8.25
cell_74098,26,Paraxial mesoderm,E8.25
cell_74099,29,Cardiomyocytes,E8.25
cell_74100,18,Surface ectoderm,E8.25
cell_74101,31,Forebrain/Midbrain/Hindbrain,E8.25
cell_74102,13,Pharyngeal mesoderm,E8.25
cell_74104,18,Surface ectoderm,E8.25
cell_74105,18,Surface ectoderm,E8.25
cell_74106,4,NMP,E8.25
cell_74107,39,Intermediate mesoderm,E8.25
cell_74108,24,Surface ectoderm,E8.25
cell_74109,6,Endothelium,E8.25
cell_74110,11,Somitic mesoderm,E8.25
cell_74111,55,Forebrain/Midbrain/Hindbrain,E8.25
cell_74112,11,Somitic mesoderm,E8.25
cell_74114,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74115,26,Intermediate mesoderm,E8.25
cell_74116,11,Intermediate mesoderm,E8.25
cell_74117,6,Endothelium,E8.25
cell_74118,13,Paraxial mesoderm,E8.25
cell_74119,18,Surface ectoderm,E8.25
cell_74120,11,NMP,E8.25
cell_74121,16,Paraxial mesoderm,E8.25
cell_74122,30,Erythroid1,E8.25
cell_74123,14,Allantois,E8.25
cell_74124,10,Somitic mesoderm,E8.25
cell_74125,4,NMP,E8.25
cell_74126,24,Surface ectoderm,E8.25
cell_74127,4,NMP,E8.25
cell_74128,35,Erythroid3,E8.25
cell_74129,52,Erythroid1,E8.25
cell_74131,10,Paraxial mesoderm,E8.25
cell_74132,10,Paraxial mesoderm,E8.25
cell_74133,23,Gut,E8.25
cell_74134,34,Spinal cord,E8.25
cell_74136,14,Allantois,E8.25
cell_74137,10,Paraxial mesoderm,E8.25
cell_74138,35,Erythroid2,E8.25
cell_74139,6,Endothelium,E8.25
cell_74140,42,Forebrain/Midbrain/Hindbrain,E8.25
cell_74141,39,Pharyngeal mesoderm,E8.25
cell_74142,14,Haematoendothelial progenitors,E8.25
cell_74143,21,Notochord,E8.25
cell_74144,29,Cardiomyocytes,E8.25
cell_74145,10,Paraxial mesoderm,E8.25
cell_74147,17,Caudal neurectoderm,E8.25
cell_74148,3,Mesenchyme,E8.25
cell_74150,26,Intermediate mesoderm,E8.25
cell_74151,21,Def. endoderm,E8.25
cell_74152,23,Gut,E8.25
cell_74153,53,Surface ectoderm,E8.25
cell_74154,51,Neural crest,E8.25
cell_74155,4,NMP,E8.25
cell_74156,6,Endothelium,E8.25
cell_74158,36,Erythroid3,E8.25
cell_74159,59,Forebrain/Midbrain/Hindbrain,E8.25
cell_74160,4,NMP,E8.25
cell_74161,13,Pharyngeal mesoderm,E8.25
cell_74162,8,Erythroid2,E8.25
cell_74165,53,Gut,E8.25
cell_74166,35,Erythroid2,E8.25
cell_74167,24,Surface ectoderm,E8.25
cell_74168,50,Paraxial mesoderm,E8.25
cell_74169,4,NMP,E8.25
cell_74170,13,Mesenchyme,E8.25
cell_74171,34,Spinal cord,E8.25
cell_74172,6,Endothelium,E8.25
cell_74173,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74174,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74175,12,Blood progenitors 2,E8.25
cell_74178,43,Rostral neurectoderm,E8.25
cell_74179,52,Erythroid2,E8.25
cell_74180,23,Gut,E8.25
cell_74181,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74182,26,Intermediate mesoderm,E8.25
cell_74183,8,Erythroid1,E8.25
cell_74184,42,Rostral neurectoderm,E8.25
cell_74185,11,Intermediate mesoderm,E8.25
cell_74186,52,Blood progenitors 2,E8.25
cell_74187,8,Erythroid1,E8.25
cell_74188,6,Endothelium,E8.25
cell_74189,59,Spinal cord,E8.25
cell_74190,57,Mesenchyme,E8.25
cell_74193,13,Mesenchyme,E8.25
cell_74194,26,Intermediate mesoderm,E8.25
cell_74195,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74196,6,Endothelium,E8.25
cell_74199,29,Cardiomyocytes,E8.25
cell_74200,11,Intermediate mesoderm,E8.25
cell_74201,8,Erythroid2,E8.25
cell_74203,8,Erythroid1,E8.25
cell_74204,56,Mesenchyme,E8.25
cell_74206,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74207,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74208,24,Surface ectoderm,E8.25
cell_74209,16,Paraxial mesoderm,E8.25
cell_74210,31,Forebrain/Midbrain/Hindbrain,E8.25
cell_74211,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74213,19,Forebrain/Midbrain/Hindbrain,E8.25
cell_74214,4,Caudal Mesoderm,E8.25
cell_74215,11,Caudal Mesoderm,E8.25
cell_74216,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74217,8,Erythroid3,E8.25
cell_74219,43,NMP,E8.25
cell_74220,10,Paraxial mesoderm,E8.25
cell_74221,4,NMP,E8.25
cell_74222,6,Endothelium,E8.25
cell_74223,29,Cardiomyocytes,E8.25
cell_74224,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74226,19,Forebrain/Midbrain/Hindbrain,E8.25
cell_74227,53,Surface ectoderm,E8.25
cell_74228,6,Haematoendothelial progenitors,E8.25
cell_74229,35,Erythroid2,E8.25
cell_74230,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74232,42,Forebrain/Midbrain/Hindbrain,E8.25
cell_74233,16,Paraxial mesoderm,E8.25
cell_74234,36,Erythroid2,E8.25
cell_74235,16,Paraxial mesoderm,E8.25
cell_74236,52,Erythroid1,E8.25
cell_74238,14,Allantois,E8.25
cell_74239,34,Spinal cord,E8.25
cell_74240,23,Gut,E8.25
cell_74241,21,Notochord,E8.25
cell_74243,26,Intermediate mesoderm,E8.25
cell_74244,10,Paraxial mesoderm,E8.25
cell_74245,8,Erythroid2,E8.25
cell_74247,10,Paraxial mesoderm,E8.25
cell_74248,34,Spinal cord,E8.25
cell_74252,56,Mesenchyme,E8.25
cell_74253,14,Allantois,E8.25
cell_74255,31,Rostral neurectoderm,E8.25
cell_74256,14,Allantois,E8.25
cell_74257,3,Mesenchyme,E8.25
cell_74258,19,Forebrain/Midbrain/Hindbrain,E8.25
cell_74259,13,Pharyngeal mesoderm,E8.25
cell_74260,13,Cardiomyocytes,E8.25
cell_74261,13,Pharyngeal mesoderm,E8.25
cell_74262,14,Allantois,E8.25
cell_74263,6,Haematoendothelial progenitors,E8.25
cell_74264,16,Paraxial mesoderm,E8.25
cell_74265,24,Surface ectoderm,E8.25
cell_74267,13,Pharyngeal mesoderm,E8.25
cell_74268,8,Erythroid2,E8.25
cell_74271,39,Pharyngeal mesoderm,E8.25
cell_74272,3,Mesenchyme,E8.25
cell_74273,6,Haematoendothelial progenitors,E8.25
cell_74275,34,Spinal cord,E8.25
cell_74276,6,Haematoendothelial progenitors,E8.25
cell_74277,26,Intermediate mesoderm,E8.25
cell_74279,3,Mesenchyme,E8.25
cell_74280,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74281,31,Spinal cord,E8.25
cell_74282,16,Paraxial mesoderm,E8.25
cell_74283,3,Mesenchyme,E8.25
cell_74285,52,Erythroid3,E8.25
cell_74287,21,Def. endoderm,E8.25
cell_74290,24,Surface ectoderm,E8.25
cell_74291,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74293,4,NMP,E8.25
cell_74294,26,Pharyngeal mesoderm,E8.25
cell_74296,14,Allantois,E8.25
cell_74297,26,Pharyngeal mesoderm,E8.25
cell_74298,8,Erythroid2,E8.25
cell_74299,3,Mesenchyme,E8.25
cell_74300,23,Gut,E8.25
cell_74301,29,Cardiomyocytes,E8.25
cell_74302,58,Forebrain/Midbrain/Hindbrain,E8.25
cell_74304,42,Forebrain/Midbrain/Hindbrain,E8.25
cell_74305,46,Surface ectoderm,E8.25
cell_74306,16,Paraxial mesoderm,E8.25
cell_74307,6,Allantois,E8.25
cell_74308,35,Erythroid3,E8.25
cell_74309,18,Surface ectoderm,E8.25
cell_74310,13,Mesenchyme,E8.25
cell_74311,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74312,14,Allantois,E8.25
cell_74313,3,Surface ectoderm,E8.25
cell_74315,23,Gut,E8.25
cell_74316,56,Mesenchyme,E8.25
cell_74317,6,Endothelium,E8.25
cell_74318,34,Spinal cord,E8.25
cell_74319,34,Spinal cord,E8.25
cell_74320,11,Caudal Mesoderm,E8.25
cell_74321,11,Intermediate mesoderm,E8.25
cell_74322,55,Forebrain/Midbrain/Hindbrain,E8.25
cell_74323,58,Forebrain/Midbrain/Hindbrain,E8.25
cell_74326,11,NMP,E8.25
cell_74328,57,Mesenchyme,E8.25
cell_74329,23,Gut,E8.25
cell_74330,51,Neural crest,E8.25
cell_74331,34,Spinal cord,E8.25
cell_74332,30,Erythroid1,E8.25
cell_74333,17,Forebrain/Midbrain/Hindbrain,E8.25
cell_74334,53,Surface ectoderm,E8.25
cell_74335,48,Rostral neurectoderm,E8.25
cell_74336,51,Forebrain/Midbrain/Hindbrain,E8.25
cell_74338,23,Gut,E8.25
cell_74341,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74342,11,Intermediate mesoderm,E8.25
cell_74343,36,Erythroid3,E8.25
cell_74345,10,Paraxial mesoderm,E8.25
cell_74346,34,Spinal cord,E8.25
cell_74347,29,Pharyngeal mesoderm,E8.25
cell_74348,48,Neural crest,E8.25
cell_74349,8,Erythroid2,E8.25
cell_74351,11,Intermediate mesoderm,E8.25
cell_74352,4,NMP,E8.25
cell_74353,14,Allantois,E8.25
cell_74354,10,Pharyngeal mesoderm,E8.25
cell_74355,58,Forebrain/Midbrain/Hindbrain,E8.25
cell_74356,55,Forebrain/Midbrain/Hindbrain,E8.25
cell_74359,26,Intermediate mesoderm,E8.25
cell_74360,17,Spinal cord,E8.25
cell_74361,3,Mesenchyme,E8.25
cell_74362,13,Pharyngeal mesoderm,E8.25
cell_74363,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74364,3,Mesenchyme,E8.25
cell_74366,11,Somitic mesoderm,E8.25
cell_74367,4,Caudal epiblast,E8.25
cell_74368,6,Endothelium,E8.25
cell_74369,34,Spinal cord,E8.25
cell_74370,52,Erythroid1,E8.25
cell_74372,42,Forebrain/Midbrain/Hindbrain,E8.25
cell_74373,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74374,26,Pharyngeal mesoderm,E8.25
cell_74375,10,Paraxial mesoderm,E8.25
cell_74376,30,Erythroid1,E8.25
cell_74377,34,Spinal cord,E8.25
cell_74378,14,Allantois,E8.25
cell_74379,6,Haematoendothelial progenitors,E8.25
cell_74380,12,Blood progenitors 2,E8.25
cell_74381,3,Mesenchyme,E8.25
cell_74383,56,Mesenchyme,E8.25
cell_74384,26,Intermediate mesoderm,E8.25
cell_74385,30,Erythroid1,E8.25
cell_74386,24,Surface ectoderm,E8.25
cell_74387,11,Intermediate mesoderm,E8.25
cell_74388,51,Neural crest,E8.25
cell_74389,30,Erythroid1,E8.25
cell_74390,59,Forebrain/Midbrain/Hindbrain,E8.25
cell_74391,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74393,8,Erythroid1,E8.25
cell_74394,10,Paraxial mesoderm,E8.25
cell_74396,34,Spinal cord,E8.25
cell_74397,53,Surface ectoderm,E8.25
cell_74400,11,Somitic mesoderm,E8.25
cell_74401,18,Surface ectoderm,E8.25
cell_74402,24,Surface ectoderm,E8.25
cell_74403,6,Endothelium,E8.25
cell_74406,29,Cardiomyocytes,E8.25
cell_74407,29,Cardiomyocytes,E8.25
cell_74408,10,Paraxial mesoderm,E8.25
cell_74409,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74410,18,Surface ectoderm,E8.25
cell_74412,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74413,11,Caudal Mesoderm,E8.25
cell_74414,6,Haematoendothelial progenitors,E8.25
cell_74415,23,Gut,E8.25
cell_74416,15,Somitic mesoderm,E8.25
cell_74417,13,Pharyngeal mesoderm,E8.25
cell_74418,8,Erythroid2,E8.25
cell_74419,4,NMP,E8.25
cell_74420,40,Rostral neurectoderm,E8.25
cell_74422,4,Spinal cord,E8.25
cell_74423,11,Intermediate mesoderm,E8.25
cell_74424,11,Somitic mesoderm,E8.25
cell_74426,13,Mesenchyme,E8.25
cell_74427,3,Mesenchyme,E8.25
cell_74428,29,Cardiomyocytes,E8.25
cell_74429,29,Cardiomyocytes,E8.25
cell_74430,11,Intermediate mesoderm,E8.25
cell_74431,56,Mesenchyme,E8.25
cell_74432,55,Forebrain/Midbrain/Hindbrain,E8.25
cell_74433,48,Neural crest,E8.25
cell_74434,14,Haematoendothelial progenitors,E8.25
cell_74435,31,Spinal cord,E8.25
cell_74436,52,Erythroid1,E8.25
cell_74437,8,Erythroid1,E8.25
cell_74440,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74441,13,Pharyngeal mesoderm,E8.25
cell_74443,31,Caudal neurectoderm,E8.25
cell_74444,26,Pharyngeal mesoderm,E8.25
cell_74446,8,Erythroid1,E8.25
cell_74447,10,Paraxial mesoderm,E8.25
cell_74448,13,Pharyngeal mesoderm,E8.25
cell_74450,29,Cardiomyocytes,E8.25
cell_74452,26,Intermediate mesoderm,E8.25
cell_74453,14,Allantois,E8.25
cell_74454,24,Surface ectoderm,E8.25
cell_74457,8,Erythroid2,E8.25
cell_74458,57,Mesenchyme,E8.25
cell_74459,10,Somitic mesoderm,E8.25
cell_74460,4,NMP,E8.25
cell_74461,3,Mesenchyme,E8.25
cell_74464,4,NMP,E8.25
cell_74465,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74466,14,Allantois,E8.25
cell_74467,24,Surface ectoderm,E8.25
cell_74468,4,NMP,E8.25
cell_74469,59,Forebrain/Midbrain/Hindbrain,E8.25
cell_74470,59,Forebrain/Midbrain/Hindbrain,E8.25
cell_74471,4,Caudal epiblast,E8.25
cell_74472,6,Haematoendothelial progenitors,E8.25
cell_74473,24,Surface ectoderm,E8.25
cell_74475,14,Allantois,E8.25
cell_74476,24,Rostral neurectoderm,E8.25
cell_74477,11,Somitic mesoderm,E8.25
cell_74480,11,Intermediate mesoderm,E8.25
cell_74481,6,Haematoendothelial progenitors,E8.25
cell_74482,30,Erythroid1,E8.25
cell_74484,58,Forebrain/Midbrain/Hindbrain,E8.25
cell_74485,56,Mesenchyme,E8.25
cell_74486,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74488,23,Gut,E8.25
cell_74490,59,Forebrain/Midbrain/Hindbrain,E8.25
cell_74491,56,Mesenchyme,E8.25
cell_74492,13,Pharyngeal mesoderm,E8.25
cell_74493,19,Forebrain/Midbrain/Hindbrain,E8.25
cell_74494,36,Erythroid2,E8.25
cell_74495,31,Spinal cord,E8.25
cell_74497,6,Endothelium,E8.25
cell_74499,22,Erythroid2,E8.25
cell_74500,4,Caudal epiblast,E8.25
cell_74501,11,Intermediate mesoderm,E8.25
cell_74502,42,Forebrain/Midbrain/Hindbrain,E8.25
cell_74504,14,Allantois,E8.25
cell_74505,4,NMP,E8.25
cell_74506,10,Paraxial mesoderm,E8.25
cell_74507,29,Cardiomyocytes,E8.25
cell_74508,15,Intermediate mesoderm,E8.25
cell_74509,17,Rostral neurectoderm,E8.25
cell_74510,3,Mesenchyme,E8.25
cell_74511,43,Forebrain/Midbrain/Hindbrain,E8.25
cell_74513,30,Erythroid1,E8.25
cell_74514,34,Spinal cord,E8.25
cell_74515,19,Forebrain/Midbrain/Hindbrain,E8.25
cell_74516,24,Rostral neurectoderm,E8.25
cell_74517,13,Pharyngeal mesoderm,E8.25
cell_74518,36,Erythroid3,E8.25
cell_74519,3,Mesenchyme,E8.25
cell_74521,3,Mesenchyme,E8.25
cell_74522,14,Allantois,E8.25
cell_74526,56,Mesenchyme,E8.25
cell_74527,26,Intermediate mesoderm,E8.25
cell_74528,29,Pharyngeal mesoderm,E8.25
cell_74529,6,Endothelium,E8.25
cell_74531,34,Spinal cord,E8.25
cell_74532,55,Forebrain/Midbrain/Hindbrain,E8.25
cell_74533,29,Cardiomyocytes,E8.25
cell_74534,39,Pharyngeal mesoderm,E8.25
cell_74536,24,Surface ectoderm,E8.25
cell_74537,13,Pharyngeal mesoderm,E8.25
cell_74538,11,Somitic mesoderm,E8.25
cell_74539,8,Erythroid1,E8.25
cell_74540,26,Somitic mesoderm,E8.25
cell_74541,29,Cardiomyocytes,E8.25
cell_74542,34,NMP,E8.25
cell_74543,34,Spinal cord,E8.25
cell_74544,8,Erythroid1,E8.25
cell_74546,4,NMP,E8.25
cell_74547,13,Pharyngeal mesoderm,E8.25
cell_74548,8,Blood progenitors 2,E8.25
cell_74549,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74550,13,Mesenchyme,E8.25
cell_74552,53,Surface ectoderm,E8.25
cell_74553,53,Surface ectoderm,E8.25
cell_74554,16,Paraxial mesoderm,E8.25
cell_74556,8,Erythroid2,E8.25
cell_74557,10,Paraxial mesoderm,E8.25
cell_74560,11,Somitic mesoderm,E8.25
cell_74561,26,Somitic mesoderm,E8.25
cell_74564,15,Intermediate mesoderm,E8.25
cell_74565,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74566,6,Endothelium,E8.25
cell_74567,13,Pharyngeal mesoderm,E8.25
cell_74568,16,Paraxial mesoderm,E8.25
cell_74569,16,Paraxial mesoderm,E8.25
cell_74570,11,Somitic mesoderm,E8.25
cell_74571,10,Paraxial mesoderm,E8.25
cell_74572,34,Spinal cord,E8.25
cell_74573,23,Gut,E8.25
cell_74574,4,NMP,E8.25
cell_74576,34,Spinal cord,E8.25
cell_74577,24,Gut,E8.25
cell_74578,8,Erythroid2,E8.25
cell_74579,34,Spinal cord,E8.25
cell_74580,52,Erythroid2,E8.25
cell_74581,10,Paraxial mesoderm,E8.25
cell_74583,29,Cardiomyocytes,E8.25
cell_74584,15,Somitic mesoderm,E8.25
cell_74585,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74586,36,Erythroid2,E8.25
cell_74587,8,Erythroid1,E8.25
cell_74588,34,Spinal cord,E8.25
cell_74589,10,Paraxial mesoderm,E8.25
cell_74591,3,Mesenchyme,E8.25
cell_74593,16,Paraxial mesoderm,E8.25
cell_74594,16,Paraxial mesoderm,E8.25
cell_74596,26,Pharyngeal mesoderm,E8.25
cell_74597,4,NMP,E8.25
cell_74598,3,Mesenchyme,E8.25
cell_74599,13,Pharyngeal mesoderm,E8.25
cell_74600,14,Allantois,E8.25
cell_74601,34,Spinal cord,E8.25
cell_74602,50,Paraxial mesoderm,E8.25
cell_74603,13,Cardiomyocytes,E8.25
cell_74604,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74605,18,Surface ectoderm,E8.25
cell_74607,31,Spinal cord,E8.25
cell_74608,26,Intermediate mesoderm,E8.25
cell_74610,24,Surface ectoderm,E8.25
cell_74612,10,Paraxial mesoderm,E8.25
cell_74613,11,Intermediate mesoderm,E8.25
cell_74614,3,Mesenchyme,E8.25
cell_74615,35,Erythroid2,E8.25
cell_74616,30,Erythroid1,E8.25
cell_74617,43,Forebrain/Midbrain/Hindbrain,E8.25
cell_74618,55,Caudal neurectoderm,E8.25
cell_74619,13,Mesenchyme,E8.25
cell_74621,24,Surface ectoderm,E8.25
cell_74622,23,Caudal Mesoderm,E8.25
cell_74623,26,Intermediate mesoderm,E8.25
cell_74624,4,NMP,E8.25
cell_74625,48,Neural crest,E8.25
cell_74627,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74628,26,Intermediate mesoderm,E8.25
cell_74629,42,Forebrain/Midbrain/Hindbrain,E8.25
cell_74630,50,Intermediate mesoderm,E8.25
cell_74631,22,Erythroid1,E8.25
cell_74633,13,Cardiomyocytes,E8.25
cell_74636,11,Intermediate mesoderm,E8.25
cell_74637,11,NMP,E8.25
cell_74639,6,Endothelium,E8.25
cell_74640,17,Forebrain/Midbrain/Hindbrain,E8.25
cell_74641,41,NMP,E8.25
cell_74642,4,NMP,E8.25
cell_74643,15,Intermediate mesoderm,E8.25
cell_74644,24,Surface ectoderm,E8.25
cell_74645,4,NMP,E8.25
cell_74648,26,Pharyngeal mesoderm,E8.25
cell_74650,55,Forebrain/Midbrain/Hindbrain,E8.25
cell_74653,3,Mesenchyme,E8.25
cell_74654,35,Erythroid2,E8.25
cell_74655,30,Erythroid1,E8.25
cell_74656,4,NMP,E8.25
cell_74657,4,NMP,E8.25
cell_74658,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74661,30,Erythroid1,E8.25
cell_74662,23,Gut,E8.25
cell_74663,4,Caudal epiblast,E8.25
cell_74664,42,Forebrain/Midbrain/Hindbrain,E8.25
cell_74665,34,Spinal cord,E8.25
cell_74666,14,Allantois,E8.25
cell_74667,57,Mesenchyme,E8.25
cell_74668,11,Somitic mesoderm,E8.25
cell_74669,18,Surface ectoderm,E8.25
cell_74671,16,Paraxial mesoderm,E8.25
cell_74672,13,Pharyngeal mesoderm,E8.25
cell_74673,11,Intermediate mesoderm,E8.25
cell_74674,31,Spinal cord,E8.25
cell_74675,11,Somitic mesoderm,E8.25
cell_74676,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74677,4,NMP,E8.25
cell_74678,58,Forebrain/Midbrain/Hindbrain,E8.25
cell_74679,3,Mesenchyme,E8.25
cell_74680,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74681,42,Spinal cord,E8.25
cell_74682,29,Mesenchyme,E8.25
cell_74683,36,Erythroid2,E8.25
cell_74684,4,NMP,E8.25
cell_74685,15,Somitic mesoderm,E8.25
cell_74686,10,Paraxial mesoderm,E8.25
cell_74688,8,Erythroid1,E8.25
cell_74689,10,Paraxial mesoderm,E8.25
cell_74690,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74691,6,Endothelium,E8.25
cell_74692,36,Erythroid3,E8.25
cell_74693,11,Somitic mesoderm,E8.25
cell_74696,13,Cardiomyocytes,E8.25
cell_74697,15,Intermediate mesoderm,E8.25
cell_74698,14,Mesenchyme,E8.25
cell_74699,14,Allantois,E8.25
cell_74700,42,Spinal cord,E8.25
cell_74701,15,Intermediate mesoderm,E8.25
cell_74702,15,Somitic mesoderm,E8.25
cell_74704,29,Cardiomyocytes,E8.25
cell_74705,3,Mesenchyme,E8.25
cell_74706,6,Endothelium,E8.25
cell_74708,8,Erythroid1,E8.25
cell_74709,10,Somitic mesoderm,E8.25
cell_74710,3,Mesenchyme,E8.25
cell_74711,14,Allantois,E8.25
cell_74712,35,Erythroid2,E8.25
cell_74713,8,Erythroid1,E8.25
cell_74714,34,Spinal cord,E8.25
cell_74715,10,Paraxial mesoderm,E8.25
cell_74716,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74717,57,Mesenchyme,E8.25
cell_74718,11,Somitic mesoderm,E8.25
cell_74719,10,Somitic mesoderm,E8.25
cell_74720,14,Allantois,E8.25
cell_74721,6,Haematoendothelial progenitors,E8.25
cell_74722,55,Forebrain/Midbrain/Hindbrain,E8.25
cell_74725,24,Surface ectoderm,E8.25
cell_74726,8,Erythroid2,E8.25
cell_74727,14,Allantois,E8.25
cell_74728,23,Gut,E8.25
cell_74729,46,Forebrain/Midbrain/Hindbrain,E8.25
cell_74732,34,Spinal cord,E8.25
cell_74733,18,Surface ectoderm,E8.25
cell_74734,18,Surface ectoderm,E8.25
cell_74735,4,NMP,E8.25
cell_74736,6,Haematoendothelial progenitors,E8.25
cell_74739,3,Mesenchyme,E8.25
cell_74740,4,NMP,E8.25
cell_74741,11,Somitic mesoderm,E8.25
cell_74744,22,Erythroid3,E8.25
cell_74745,52,Erythroid2,E8.25
cell_74746,34,Spinal cord,E8.25
cell_74747,36,Erythroid3,E8.25
cell_74748,15,Somitic mesoderm,E8.25
cell_74749,13,Pharyngeal mesoderm,E8.25
cell_74751,8,Blood progenitors 2,E8.25
cell_74752,4,Caudal epiblast,E8.25
cell_74753,13,Pharyngeal mesoderm,E8.25
cell_74754,16,Paraxial mesoderm,E8.25
cell_74755,3,Mesenchyme,E8.25
cell_74756,8,Erythroid2,E8.25
cell_74757,26,Somitic mesoderm,E8.25
cell_74760,23,Gut,E8.25
cell_74761,43,Spinal cord,E8.25
cell_74762,18,Surface ectoderm,E8.25
cell_74764,34,Spinal cord,E8.25
cell_74765,52,Erythroid2,E8.25
cell_74766,10,Paraxial mesoderm,E8.25
cell_74767,10,Paraxial mesoderm,E8.25
cell_74768,6,Haematoendothelial progenitors,E8.25
cell_74769,4,NMP,E8.25
cell_74771,8,Erythroid1,E8.25
cell_74772,34,Spinal cord,E8.25
cell_74773,34,Forebrain/Midbrain/Hindbrain,E8.25
cell_74774,11,Intermediate mesoderm,E8.25
cell_74776,24,Surface ectoderm,E8.25
cell_74777,31,Forebrain/Midbrain/Hindbrain,E8.25
cell_74778,29,Pharyngeal mesoderm,E8.25
cell_74779,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74780,13,Pharyngeal mesoderm,E8.25
cell_74782,48,Forebrain/Midbrain/Hindbrain,E8.25
cell_74786,6,Haematoendothelial progenitors,E8.25
cell_74787,59,Forebrain/Midbrain/Hindbrain,E8.25
cell_74788,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74789,13,Pharyngeal mesoderm,E8.25
cell_74790,6,Endothelium,E8.25
cell_74792,6,Endothelium,E8.25
cell_74793,16,Paraxial mesoderm,E8.25
cell_74796,17,Caudal neurectoderm,E8.25
cell_74797,17,Rostral neurectoderm,E8.25
cell_74799,36,Erythroid2,E8.25
cell_74801,11,Somitic mesoderm,E8.25
cell_74802,11,Intermediate mesoderm,E8.25
cell_74803,23,Gut,E8.25
cell_74804,26,Pharyngeal mesoderm,E8.25
cell_74805,26,Paraxial mesoderm,E8.25
cell_74807,26,Intermediate mesoderm,E8.25
cell_74808,4,NMP,E8.25
cell_74809,18,Surface ectoderm,E8.25
cell_74810,8,Erythroid1,E8.25
cell_74811,40,Forebrain/Midbrain/Hindbrain,E8.25
cell_74813,4,NMP,E8.25
